chr1	locus1	chr2	locus2	freq
5	445108	5	540072	31
5	445108	5	541970	13
5	455100	5	477142	82
5	455100	5	478751	122
5	455100	5	494114	124
5	455100	5	515213	52
5	461613	5	483324	151
5	461613	5	488060	149
5	461613	5	494114	365
5	461613	5	501715	277
5	461613	5	504770	65
5	461613	5	508157	80
5	461613	5	511589	103
5	461613	5	515213	130
5	461613	5	519807	55
5	461613	5	522043	66
5	461613	5	524369	82
5	461613	5	540072	44
5	461613	5	544422	38
5	461613	5	547038	40
5	461613	5	549262	67
5	461613	5	552853	14
5	461613	5	557621	23
5	461613	5	560592	16
5	461613	5	569383	33
5	467848	5	494114	79
5	467848	5	501715	91
5	467848	5	511589	41
5	467848	5	515213	47
5	467848	5	549262	26
5	467848	5	569383	17
5	470715	5	494114	273
5	470715	5	501715	225
5	470715	5	504770	71
5	470715	5	508157	75
5	470715	5	511589	70
5	470715	5	515213	111
5	470715	5	519807	50
5	470715	5	522043	63
5	470715	5	524369	100
5	470715	5	526806	40
5	470715	5	530207	30
5	470715	5	540072	34
5	470715	5	544422	26
5	470715	5	549262	64
5	470715	5	557621	26
5	470715	5	560592	21
5	470715	5	563851	26
5	470715	5	569383	31
5	473925	5	494114	344
5	473925	5	501715	306
5	473925	5	504770	152
5	473925	5	508157	70
5	473925	5	511589	83
5	473925	5	515213	108
5	473925	5	519807	38
5	473925	5	522043	54
5	473925	5	526806	50
5	473925	5	544422	31
5	473925	5	547038	28
5	473925	5	549262	50
5	473925	5	557621	25
5	473925	5	560592	22
5	473925	5	569383	30
5	477142	5	501715	177
5	477142	5	504770	87
5	477142	5	508157	58
5	477142	5	515213	59
5	477142	5	519807	60
5	477142	5	540072	33
5	478751	5	501715	243
5	478751	5	504770	124
5	478751	5	508157	68
5	478751	5	511589	84
5	478751	5	515213	113
5	478751	5	519807	74
5	478751	5	522043	41
5	478751	5	540072	28
5	488060	5	515213	93
5	488060	5	519807	62
5	488060	5	544422	22
5	488060	5	549262	30
5	488060	5	557621	25
5	494114	5	515213	215
5	494114	5	519807	73
5	494114	5	522043	100
5	494114	5	524369	207
5	494114	5	544422	51
5	494114	5	547038	46
5	494114	5	549262	81
5	494114	5	552853	21
5	501715	5	522043	188
5	501715	5	534830	53
5	501715	5	540072	86
5	501715	5	544422	73
5	501715	5	547038	79
5	501715	5	549262	117
5	501715	5	552853	30
5	501715	5	557621	54
5	501715	5	560592	34
5	501715	5	565933	47
5	501715	5	569383	58
5	504770	5	540072	58
5	504770	5	544422	66
5	504770	5	549262	85
5	504770	5	557621	31
5	504770	5	560592	28
5	508157	5	540072	39
5	508157	5	544422	46
5	508157	5	549262	74
5	508157	5	557621	36
5	508157	5	560592	31
5	508157	5	569383	33
5	511589	5	544422	53
5	511589	5	549262	87
5	511589	5	557621	39
5	515213	5	540072	100
5	515213	5	544422	74
5	515213	5	547038	96
5	515213	5	549262	124
5	515213	5	557621	41
5	515213	5	569383	54
5	519807	5	540072	88
5	519807	5	541970	57
5	519807	5	544422	83
5	519807	5	549262	65
5	519807	5	555363	42
5	519807	5	557621	64
5	519807	5	560592	51
5	522043	5	547038	79
5	522043	5	549262	128
5	524369	5	557621	70
5	524369	5	560592	47
5	526806	5	549262	119
6	4041	6	48413	54
6	4041	6	109432	14
6	12007	6	48413	92
6	12007	6	52155	98
6	12007	6	109432	18
6	12007	6	174789	17
6	12007	6	184766	15
6	12007	6	200010	9
6	12007	6	203030	10
6	12007	6	221599	15
6	12007	6	230306	12
6	12007	6	232974	11
6	12007	6	249743	32
6	17411	6	42477	110
6	17411	6	44604	47
6	17411	6	48413	68
6	17411	6	58639	53
6	17411	6	64801	29
6	17411	6	67957	41
6	17411	6	69990	23
6	17411	6	73308	32
6	17411	6	103458	22
6	17411	6	109432	18
6	17411	6	184766	11
6	17411	6	192782	15
6	17411	6	221599	18
6	17411	6	232974	11
6	17411	6	243206	21
6	17411	6	249743	14
6	20759	6	42477	114
6	20759	6	44604	76
6	20759	6	48413	180
6	20759	6	52155	113
6	20759	6	55557	92
6	20759	6	58639	39
6	20759	6	60843	75
6	20759	6	62481	37
6	20759	6	67957	66
6	20759	6	69990	69
6	20759	6	73308	40
6	20759	6	103458	25
6	20759	6	109432	31
6	20759	6	112984	17
6	20759	6	116383	18
6	20759	6	123588	19
6	20759	6	131652	14
6	20759	6	154202	18
6	20759	6	158792	13
6	20759	6	174789	16
6	20759	6	178716	13
6	20759	6	184766	20
6	20759	6	221599	21
6	20759	6	230306	13
6	20759	6	232974	8
6	20759	6	236949	10
6	20759	6	243206	18
6	20759	6	249743	26
6	20759	6	263029	27
6	20759	6	267167	14
6	22007	6	48413	66
6	22007	6	52155	53
6	22007	6	55557	59
6	22007	6	67957	55
6	22007	6	69990	37
6	22007	6	249743	11
6	24635	6	45930	60
6	24635	6	48413	98
6	24635	6	55557	77
6	24635	6	58639	59
6	24635	6	60843	47
6	24635	6	62481	50
6	24635	6	64801	34
6	24635	6	67957	49
6	24635	6	69990	55
6	24635	6	73308	55
6	24635	6	83234	34
6	24635	6	85230	30
6	24635	6	93024	25
6	24635	6	109432	21
6	24635	6	131652	13
6	24635	6	154202	16
6	24635	6	178716	15
6	24635	6	184766	14
6	24635	6	200010	15
6	24635	6	214353	11
6	24635	6	221599	20
6	24635	6	236949	14
6	24635	6	243206	21
6	24635	6	249743	19
6	24635	6	263029	12
6	24635	6	267167	7
6	28796	6	52155	84
6	28796	6	55557	72
6	28796	6	58639	103
6	28796	6	67957	96
6	28796	6	69990	51
6	28796	6	85230	26
6	28796	6	109432	21
6	28796	6	120989	15
6	28796	6	174789	15
6	28796	6	181973	11
6	28796	6	184766	14
6	28796	6	227213	10
6	30813	6	52155	181
6	30813	6	55557	111
6	30813	6	58639	47
6	30813	6	60843	53
6	30813	6	67957	69
6	30813	6	69990	109
6	30813	6	73308	41
6	30813	6	112984	26
6	30813	6	120989	21
6	30813	6	174789	17
6	30813	6	209793	11
6	30813	6	214353	10
6	30813	6	216686	12
6	30813	6	230306	10
6	30813	6	243206	23
6	30813	6	249743	19
6	30813	6	263029	19
6	32499	6	55557	55
6	32499	6	58639	101
6	32499	6	67957	84
6	32499	6	69990	38
6	32499	6	73308	69
6	32499	6	83234	25
6	32499	6	85230	27
6	32499	6	109432	16
6	32499	6	112984	15
6	32499	6	120989	15
6	32499	6	144941	15
6	32499	6	192782	10
6	32499	6	203030	15
6	32499	6	214353	16
6	32499	6	243206	19
6	32499	6	267167	12
6	37447	6	58639	140
6	37447	6	60843	366
6	37447	6	62481	51
6	37447	6	67957	449
6	37447	6	69990	352
6	37447	6	73308	211
6	37447	6	79016	87
6	37447	6	83234	60
6	37447	6	85230	38
6	37447	6	86756	53
6	37447	6	93024	63
6	37447	6	103458	44
6	37447	6	109432	97
6	37447	6	112984	92
6	37447	6	116383	36
6	37447	6	120989	37
6	37447	6	123588	34
6	37447	6	129557	30
6	37447	6	131652	21
6	37447	6	137206	29
6	37447	6	144941	17
6	37447	6	148681	44
6	37447	6	154202	50
6	37447	6	158792	39
6	37447	6	163563	15
6	37447	6	174789	37
6	37447	6	178716	52
6	37447	6	181973	41
6	37447	6	184766	53
6	37447	6	200010	19
6	37447	6	203030	14
6	37447	6	209793	14
6	37447	6	214353	26
6	37447	6	221599	41
6	37447	6	227213	23
6	37447	6	230306	18
6	37447	6	232974	22
6	37447	6	234362	11
6	37447	6	236949	14
6	37447	6	243206	55
6	37447	6	249743	68
6	37447	6	263029	38
6	37447	6	267167	12
6	42477	6	67957	139
6	42477	6	69990	162
6	42477	6	109432	32
6	42477	6	112984	28
6	42477	6	116383	22
6	42477	6	120989	24
6	42477	6	174789	19
6	42477	6	178716	12
6	42477	6	181973	13
6	42477	6	184766	26
6	42477	6	209793	11
6	42477	6	214353	19
6	42477	6	221599	19
6	42477	6	227213	13
6	44604	6	67957	110
6	44604	6	69990	96
6	44604	6	73308	66
6	44604	6	83234	38
6	44604	6	103458	30
6	44604	6	112984	21
6	44604	6	174789	17
6	44604	6	184766	15
6	44604	6	200010	11
6	44604	6	203030	10
6	44604	6	214353	12
6	44604	6	239779	14
6	44604	6	249743	31
6	45930	6	73308	44
6	45930	6	249743	9
6	48413	6	69990	433
6	48413	6	73308	163
6	48413	6	79016	94
6	48413	6	83234	56
6	48413	6	85230	46
6	48413	6	86756	56
6	48413	6	93024	79
6	48413	6	109432	65
6	48413	6	112984	71
6	48413	6	116383	39
6	48413	6	120989	45
6	48413	6	123588	45
6	48413	6	129557	36
6	48413	6	131652	21
6	48413	6	163563	19
6	48413	6	174789	49
6	48413	6	178716	39
6	48413	6	180668	10
6	48413	6	181973	33
6	48413	6	184766	31
6	48413	6	192782	11
6	48413	6	200010	13
6	48413	6	203030	15
6	48413	6	205912	12
6	48413	6	209793	23
6	48413	6	214353	29
6	48413	6	221599	23
6	48413	6	230306	19
6	48413	6	232974	18
6	48413	6	234362	10
6	48413	6	236949	12
6	48413	6	239779	24
6	48413	6	249743	33
6	52155	6	73308	103
6	52155	6	79016	93
6	52155	6	83234	73
6	52155	6	93024	76
6	52155	6	109432	55
6	52155	6	112984	40
6	52155	6	116383	54
6	52155	6	120989	37
6	52155	6	123588	36
6	52155	6	129557	32
6	52155	6	131652	23
6	52155	6	174789	32
6	52155	6	178716	32
6	52155	6	181973	16
6	52155	6	184766	16
6	52155	6	200010	18
6	52155	6	203030	12
6	52155	6	205912	22
6	52155	6	209793	17
6	52155	6	214353	12
6	52155	6	221599	21
6	52155	6	230306	20
6	52155	6	239779	12
6	55557	6	79016	81
6	55557	6	93024	74
6	55557	6	103458	101
6	55557	6	109432	78
6	55557	6	112984	70
6	55557	6	116383	36
6	55557	6	120989	40
6	55557	6	129557	26
6	55557	6	163563	15
6	55557	6	174789	40
6	55557	6	178716	14
6	55557	6	181973	10
6	55557	6	184766	35
6	55557	6	192782	13
6	55557	6	200010	15
6	55557	6	203030	13
6	55557	6	209793	11
6	55557	6	214353	16
6	58639	6	79016	54
6	58639	6	83234	67
6	58639	6	85230	47
6	58639	6	93024	36
6	58639	6	109432	34
6	58639	6	112984	25
6	58639	6	131652	18
6	58639	6	181973	12
6	58639	6	184766	16
6	58639	6	200010	11
6	58639	6	203030	15
6	58639	6	255566	9
6	58639	6	258814	12
6	60843	6	83234	92
6	60843	6	93024	79
6	60843	6	109432	83
6	60843	6	112984	60
6	60843	6	154202	33
6	60843	6	181973	20
6	60843	6	184766	18
6	60843	6	200010	14
6	60843	6	203030	12
6	62481	6	178716	13
6	67957	6	93024	187
6	67957	6	99364	40
6	67957	6	103458	234
6	67957	6	109432	207
6	67957	6	112984	140
6	67957	6	116383	88
6	67957	6	120989	72
6	67957	6	123588	67
6	67957	6	126496	84
6	67957	6	154202	92
6	67957	6	163563	17
6	67957	6	169545	20
6	67957	6	174789	60
6	67957	6	178716	36
6	67957	6	181973	29
6	67957	6	184766	36
6	67957	6	192782	13
6	67957	6	200010	26
6	67957	6	203030	21
6	67957	6	205912	15
6	67957	6	209793	27
6	67957	6	214353	35
6	67957	6	221599	44
6	67957	6	227213	22
6	67957	6	230306	17
6	67957	6	232974	21
6	69990	6	93024	233
6	69990	6	103458	140
6	69990	6	109432	160
6	69990	6	112984	134
6	69990	6	116383	106
6	69990	6	120989	79
6	69990	6	123588	70
6	69990	6	163563	28
6	69990	6	174789	64
6	69990	6	178716	39
6	69990	6	180668	12
6	69990	6	181973	40
6	69990	6	184766	55
6	69990	6	200010	29
6	69990	6	203030	20
6	73308	6	103458	133
6	73308	6	109432	99
6	73308	6	112984	95
6	73308	6	116383	70
6	73308	6	120989	44
6	73308	6	154202	45
6	73308	6	174789	28
6	73308	6	178716	31
6	73308	6	184766	27
6	73308	6	200010	24
6	73308	6	203030	13
6	73308	6	205912	24
6	73308	6	209793	14
6	73308	6	214353	22
6	73308	6	221599	19
6	73308	6	227213	13
6	73308	6	230306	17
6	73308	6	232974	13
6	73308	6	243206	17
6	79016	6	109432	56
6	79016	6	112984	65
6	79016	6	120989	50
6	79016	6	154202	23
6	79016	6	174789	23
6	79016	6	181973	18
6	79016	6	184766	18
6	79016	6	232974	12
6	79016	6	243206	11
6	79016	6	249743	11
6	79016	6	263029	12
6	82219	6	243206	17
6	83234	6	109432	83
6	83234	6	112984	55
6	83234	6	120989	60
6	83234	6	123588	50
6	83234	6	126496	39
6	83234	6	174789	27
6	83234	6	180668	13
6	83234	6	184766	17
6	83234	6	214353	14
6	83234	6	221599	18
6	83234	6	227213	11
6	83234	6	230306	15
6	83234	6	232974	14
6	83234	6	243206	14
6	83234	6	249743	15
6	85230	6	109432	122
6	85230	6	112984	70
6	85230	6	116383	60
6	85230	6	126496	40
6	85230	6	154202	25
6	85230	6	158792	17
6	85230	6	174789	22
6	85230	6	214353	13
6	85230	6	243206	9
6	85230	6	249743	11
6	85230	6	255566	10
6	85230	6	258814	12
6	85230	6	263029	11
6	86756	6	109432	142
6	86756	6	112984	95
6	86756	6	116383	64
6	86756	6	123588	46
6	86756	6	126496	77
6	86756	6	131652	42
6	86756	6	154202	30
6	86756	6	174789	30
6	86756	6	178716	17
6	86756	6	184766	32
6	86756	6	200010	14
6	86756	6	214353	20
6	86756	6	232974	18
6	86756	6	243206	17
6	86756	6	258814	12
6	93024	6	116383	95
6	93024	6	120989	95
6	93024	6	123588	98
6	93024	6	126496	105
6	93024	6	129557	69
6	93024	6	131652	49
6	93024	6	137206	60
6	93024	6	154202	51
6	93024	6	169545	20
6	93024	6	174789	55
6	93024	6	178716	24
6	93024	6	181973	22
6	93024	6	184766	34
6	93024	6	203030	18
6	93024	6	205912	14
6	93024	6	209793	28
6	93024	6	214353	15
6	93024	6	221599	18
6	93024	6	232974	12
6	93024	6	243206	15
6	93024	6	249743	25
6	93024	6	258814	17
6	93024	6	263029	19
6	103458	6	123588	157
6	103458	6	126496	529
6	103458	6	129557	106
6	103458	6	131652	181
6	103458	6	137206	64
6	103458	6	154202	76
6	103458	6	158792	30
6	103458	6	163563	36
6	103458	6	174789	56
6	103458	6	178716	72
6	103458	6	184766	25
6	103458	6	209793	26
6	103458	6	214353	16
6	103458	6	232974	14
6	103458	6	234362	16
6	103458	6	243206	10
6	103458	6	255566	55
6	103458	6	263029	13
6	109432	6	129557	299
6	109432	6	131652	265
6	109432	6	137206	214
6	109432	6	144941	58
6	109432	6	148681	85
6	109432	6	150862	50
6	109432	6	151358	36
6	109432	6	154202	130
6	109432	6	158792	95
6	109432	6	163563	72
6	109432	6	169545	40
6	109432	6	174789	222
6	109432	6	178716	67
6	109432	6	181973	61
6	109432	6	184766	129
6	109432	6	192782	28
6	109432	6	200010	47
6	109432	6	203030	54
6	109432	6	205912	22
6	109432	6	209793	35
6	109432	6	214353	55
6	109432	6	216072	16
6	109432	6	216686	28
6	109432	6	221599	45
6	109432	6	227213	25
6	109432	6	230306	28
6	109432	6	232974	25
6	109432	6	234362	23
6	109432	6	236949	17
6	109432	6	243206	22
6	109432	6	249743	20
6	109432	6	255566	31
6	109432	6	258814	22
6	109432	6	263029	24
6	112984	6	137206	304
6	112984	6	144941	106
6	112984	6	148681	103
6	112984	6	154202	242
6	112984	6	158792	41
6	112984	6	163563	82
6	112984	6	169545	40
6	112984	6	174789	224
6	112984	6	178716	70
6	112984	6	181973	45
6	112984	6	184766	112
6	112984	6	192782	15
6	112984	6	200010	25
6	112984	6	203030	23
6	112984	6	205912	31
6	112984	6	209793	49
6	112984	6	214353	59
6	112984	6	216686	21
6	112984	6	221599	34
6	112984	6	227213	17
6	112984	6	230306	14
6	112984	6	232974	18
6	112984	6	234362	13
6	112984	6	236949	26
6	112984	6	243206	35
6	112984	6	249743	19
6	112984	6	255566	28
6	112984	6	258814	29
6	112984	6	263029	18
6	116383	6	137206	191
6	116383	6	148681	85
6	116383	6	154202	162
6	116383	6	158792	63
6	116383	6	163563	55
6	116383	6	169545	33
6	116383	6	174789	101
6	116383	6	178716	65
6	116383	6	181973	43
6	116383	6	184766	74
6	116383	6	200010	21
6	116383	6	209793	30
6	116383	6	214353	37
6	116383	6	216686	17
6	116383	6	221599	27
6	116383	6	227213	16
6	119439	6	158792	33
6	119439	6	200010	16
6	120989	6	148681	99
6	120989	6	149861	64
6	120989	6	154202	265
6	120989	6	158792	60
6	120989	6	163563	82
6	120989	6	174789	128
6	120989	6	178716	81
6	120989	6	181973	50
6	120989	6	184766	76
6	120989	6	200010	31
6	120989	6	203030	25
6	120989	6	205912	25
6	120989	6	209793	38
6	120989	6	214353	37
6	120989	6	230306	22
6	120989	6	236949	14
6	123588	6	144941	112
6	123588	6	148681	117
6	123588	6	154202	219
6	123588	6	158792	95
6	123588	6	163563	53
6	123588	6	169545	48
6	123588	6	174789	138
6	123588	6	178716	70
6	123588	6	181973	59
6	123588	6	184766	95
6	123588	6	200010	25
6	123588	6	209793	24
6	123588	6	214353	27
6	123588	6	216686	17
6	123588	6	221599	39
6	123588	6	232974	15
6	126496	6	154202	312
6	126496	6	163563	99
6	126496	6	169545	43
6	126496	6	178716	95
6	126496	6	180668	26
6	126496	6	181973	109
6	126496	6	184766	98
6	126496	6	200010	29
6	126496	6	203030	17
6	126496	6	209793	43
6	126496	6	214353	51
6	129557	6	154202	313
6	129557	6	163563	74
6	129557	6	169545	46
6	129557	6	174789	183
6	129557	6	178716	60
6	129557	6	181973	69
6	129557	6	184766	95
6	129557	6	209793	19
6	129557	6	214353	27
6	131652	6	154202	303
6	131652	6	163563	80
6	131652	6	174789	185
6	131652	6	178716	70
6	131652	6	180668	31
6	131652	6	181973	52
6	131652	6	184766	97
6	131652	6	203030	17
6	131652	6	205912	17
6	131652	6	214353	24
6	137206	6	163563	85
6	137206	6	169545	56
6	137206	6	174789	164
6	137206	6	178716	46
6	137206	6	181973	66
6	137206	6	184766	90
6	137206	6	214353	25
6	137206	6	230306	32
6	144941	6	169545	91
6	144941	6	174789	121
6	148681	6	169545	87
6	148681	6	174789	100
6	148681	6	178716	91
6	148681	6	184766	46
6	148681	6	205912	31
6	148681	6	214353	26
6	148681	6	221599	33
6	149861	6	174789	150
6	151358	6	178716	56
6	151358	6	184766	40
6	154202	6	174789	744
6	154202	6	178716	258
6	154202	6	181973	251
6	154202	6	184766	348
6	154202	6	200010	60
6	154202	6	203030	40
6	154202	6	205912	38
6	154202	6	209793	55
6	154202	6	214353	72
6	154202	6	216686	35
6	154202	6	221599	72
6	154202	6	227213	32
6	154202	6	230306	36
6	154202	6	232974	27
6	154202	6	243206	70
6	154202	6	255566	27
6	154202	6	258814	33
6	154202	6	263029	25
6	154202	6	267167	24
6	158792	6	180668	53
6	158792	6	181973	88
6	158792	6	184766	88
6	158792	6	200010	45
6	158792	6	203030	58
6	158792	6	209793	48
6	158792	6	214353	54
6	158792	6	221599	46
6	163563	6	184766	143
6	163563	6	200010	48
6	163563	6	203030	73
6	163563	6	209793	45
6	163563	6	214353	50
6	163563	6	221599	39
6	163563	6	243206	19
6	163563	6	249743	36
6	163563	6	258814	27
6	169545	6	214353	52
6	169545	6	221599	43
6	174789	6	200010	222
6	174789	6	203030	153
6	174789	6	205912	127
6	174789	6	209793	200
6	174789	6	214353	222
6	174789	6	216686	59
6	174789	6	221599	198
6	174789	6	227213	51
6	174789	6	230306	76
6	174789	6	232974	36
6	174789	6	234362	32
6	174789	6	236949	56
6	174789	6	243206	75
6	174789	6	255566	80
6	174789	6	258814	77
6	178716	6	200010	99
6	178716	6	203030	117
6	178716	6	205912	116
6	178716	6	209793	92
6	178716	6	214353	122
6	178716	6	216072	35
6	178716	6	216686	65
6	178716	6	221599	78
6	178716	6	230306	43
6	178716	6	232974	46
6	178716	6	234362	29
6	178716	6	243206	50
6	178716	6	249743	34
6	178716	6	255566	30
6	178716	6	258814	28
6	178716	6	263029	26
6	180668	6	214353	39
6	181973	6	203030	77
6	181973	6	205912	130
6	181973	6	209793	125
6	181973	6	214353	148
6	181973	6	221599	58
6	181973	6	230306	41
6	181973	6	243206	31
6	181973	6	249743	37
6	181973	6	255566	40
6	181973	6	258814	23
6	181973	6	263029	20
6	184766	6	205912	180
6	184766	6	209793	220
6	184766	6	214353	265
6	184766	6	216686	67
6	184766	6	221599	240
6	184766	6	227213	33
6	184766	6	230306	75
6	184766	6	232974	48
6	184766	6	234362	51
6	184766	6	236949	59
6	184766	6	239779	69
6	184766	6	243206	75
6	184766	6	249743	56
6	184766	6	255566	64
6	184766	6	258814	37
6	184766	6	263029	47
6	184766	6	267167	20
6	192782	6	214353	74
6	192782	6	243206	43
6	192782	6	255566	23
6	200010	6	221599	95
6	200010	6	232974	54
6	200010	6	239779	118
6	200010	6	243206	57
6	200010	6	249743	67
6	200010	6	258814	35
6	200010	6	263029	27
6	203030	6	227213	67
6	203030	6	232974	67
6	203030	6	239779	54
6	203030	6	243206	41
6	203030	6	249743	50
6	203030	6	255566	38
6	205912	6	243206	66
6	209793	6	230306	84
6	209793	6	232974	100
6	209793	6	243206	118
6	209793	6	249743	150
6	209793	6	258814	59
6	209793	6	263029	54
6	214353	6	236949	97
6	214353	6	243206	180
6	214353	6	249743	199
6	214353	6	255566	64
6	214353	6	258814	89
6	216072	6	243206	43
6	216686	6	243206	78
6	221599	6	243206	284
6	221599	6	249743	227
6	221599	6	255566	109
6	221599	6	258814	110
6	227213	6	249743	81
6	227213	6	255566	106
6	230306	6	255566	106
6	230306	6	258814	119
6	232974	6	255566	163
6	232974	6	258814	67
7	1666	7	22724	123
7	1666	7	23596	289
7	1666	7	27951	312
7	1666	7	95282	17
7	1666	7	102155	17
7	1666	7	104027	17
7	1666	7	106996	39
7	1666	7	158232	22
7	1666	7	759215	6
7	1666	7	916266	10
7	1666	7	957281	10
7	1666	7	1081622	8
7	3719	7	158232	10
7	5014	7	57897	41
7	5014	7	155565	11
7	5014	7	158232	11
7	5014	7	903904	6
7	6302	7	155565	14
7	6302	7	158232	11
7	13170	7	37779	83
7	13170	7	40082	77
7	13170	7	42927	52
7	13170	7	56252	47
7	13170	7	57897	87
7	13170	7	83035	44
7	13170	7	89312	26
7	13170	7	102155	27
7	13170	7	104027	29
7	13170	7	106996	35
7	13170	7	127249	24
7	13170	7	154610	15
7	13170	7	155565	12
7	13170	7	213036	12
7	13170	7	238598	10
7	13170	7	248326	9
7	13170	7	276819	16
7	13170	7	279556	10
7	13170	7	283237	8
7	13170	7	390471	8
7	13170	7	666913	7
7	13170	7	834828	7
7	13170	7	975905	5
7	13170	7	989609	6
7	13170	7	991184	8
7	13170	7	1010688	6
7	18040	7	40082	118
7	18040	7	42927	101
7	18040	7	56252	75
7	18040	7	57897	184
7	18040	7	83035	62
7	18040	7	89312	63
7	18040	7	95282	30
7	18040	7	102155	28
7	18040	7	104027	33
7	18040	7	106996	59
7	18040	7	127249	30
7	18040	7	130527	14
7	18040	7	131977	24
7	18040	7	154610	25
7	18040	7	155565	23
7	18040	7	158232	32
7	18040	7	213036	11
7	18040	7	238598	21
7	18040	7	252687	15
7	18040	7	255005	9
7	18040	7	258286	15
7	18040	7	261210	15
7	18040	7	276819	13
7	18040	7	279556	14
7	18040	7	283237	14
7	18040	7	294024	7
7	18040	7	298783	14
7	18040	7	332198	11
7	18040	7	359133	8
7	18040	7	386298	10
7	18040	7	390471	16
7	18040	7	453673	21
7	18040	7	666913	8
7	18040	7	750123	8
7	18040	7	768995	7
7	18040	7	828547	6
7	18040	7	855970	8
7	18040	7	972463	7
7	18040	7	975905	14
7	18040	7	980251	11
7	18040	7	988367	7
7	18040	7	991184	17
7	18040	7	992570	14
7	18040	7	993907	11
7	18040	7	1010688	13
7	18040	7	1027218	6
7	21421	7	95282	25
7	22724	7	74038	31
7	22724	7	89312	24
7	22724	7	102155	20
7	22724	7	106996	26
7	22724	7	197385	12
7	22724	7	276819	9
7	22724	7	327034	8
7	23596	7	48588	115
7	23596	7	56252	83
7	23596	7	57897	101
7	23596	7	74038	62
7	23596	7	77964	57
7	23596	7	83035	58
7	23596	7	89312	61
7	23596	7	95282	44
7	23596	7	99524	39
7	23596	7	102155	45
7	23596	7	104027	32
7	23596	7	106996	37
7	23596	7	109204	44
7	23596	7	110739	47
7	23596	7	120840	16
7	23596	7	153169	20
7	23596	7	154610	30
7	23596	7	155565	28
7	23596	7	158232	21
7	23596	7	180264	23
7	23596	7	197385	18
7	23596	7	198734	12
7	23596	7	230975	17
7	23596	7	238598	10
7	23596	7	261210	25
7	23596	7	276819	10
7	23596	7	279556	14
7	23596	7	327034	14
7	23596	7	855970	9
7	23596	7	1063823	11
7	27951	7	56252	112
7	27951	7	57897	188
7	27951	7	74038	93
7	27951	7	77964	54
7	27951	7	83035	66
7	27951	7	89312	87
7	27951	7	95282	65
7	27951	7	102155	44
7	27951	7	127249	22
7	27951	7	131977	21
7	27951	7	150425	14
7	27951	7	153169	14
7	27951	7	154610	21
7	27951	7	155565	19
7	27951	7	158232	50
7	27951	7	187722	13
7	27951	7	276819	9
7	27951	7	279556	15
7	27951	7	283237	10
7	27951	7	303478	18
7	27951	7	305726	10
7	27951	7	310321	13
7	27951	7	336601	8
7	27951	7	338822	9
7	27951	7	395622	15
7	27951	7	579565	7
7	27951	7	873987	7
7	27951	7	1056258	13
7	32882	7	56252	109
7	32882	7	57897	134
7	32882	7	83035	99
7	32882	7	89312	96
7	32882	7	95282	70
7	32882	7	102155	61
7	32882	7	127249	28
7	32882	7	131977	19
7	32882	7	139336	28
7	32882	7	158232	25
7	32882	7	248326	11
7	32882	7	276819	13
7	32882	7	279556	19
7	32882	7	336601	7
7	32882	7	338822	8
7	35025	7	56252	77
7	35025	7	57897	147
7	35025	7	64466	117
7	35025	7	74038	74
7	35025	7	77964	86
7	35025	7	95282	50
7	35025	7	102155	38
7	35025	7	242980	13
7	35025	7	248326	12
7	35025	7	270757	18
7	35025	7	276819	14
7	35025	7	898444	8
7	35025	7	903904	7
7	35025	7	907659	8
7	37779	7	64466	80
7	37779	7	74038	55
7	37779	7	77964	43
7	37779	7	89312	35
7	37779	7	95282	44
7	37779	7	102155	33
7	37779	7	119207	16
7	37779	7	127249	15
7	37779	7	155565	11
7	37779	7	158232	13
7	37779	7	218612	9
7	37779	7	336601	8
7	37779	7	341466	8
7	37779	7	347848	7
7	37779	7	375206	10
7	37779	7	750123	6
7	37779	7	1021635	6
7	37779	7	1027218	6
7	40082	7	64466	83
7	40082	7	89312	25
7	40082	7	95282	30
7	40082	7	276819	13
7	40082	7	1027218	7
7	42927	7	89312	41
7	42927	7	95282	33
7	42927	7	102155	56
7	42927	7	127249	17
7	42927	7	154610	18
7	42927	7	158232	24
7	42927	7	255005	8
7	42927	7	283237	11
7	48588	7	95282	42
7	48588	7	139336	24
7	48588	7	270757	15
7	48588	7	1056258	8
7	52382	7	95282	97
7	52382	7	127249	23
7	52382	7	131977	24
7	52382	7	187722	14
7	52382	7	253445	10
7	52382	7	255005	12
7	52382	7	261210	17
7	52382	7	759215	9
7	56252	7	89312	57
7	56252	7	103430	27
7	56252	7	106996	32
7	56252	7	109204	41
7	56252	7	110739	22
7	56252	7	158232	21
7	56252	7	195466	12
7	56252	7	230975	11
7	56252	7	258286	11
7	56252	7	261210	10
7	56252	7	283237	10
7	56252	7	948006	8
7	57897	7	83035	151
7	57897	7	89312	174
7	57897	7	95282	86
7	57897	7	99524	79
7	57897	7	102155	112
7	57897	7	104027	56
7	57897	7	106996	75
7	57897	7	113157	40
7	57897	7	116856	39
7	57897	7	119207	29
7	57897	7	127249	32
7	57897	7	130527	33
7	57897	7	131977	35
7	57897	7	153169	16
7	57897	7	154610	33
7	57897	7	158232	27
7	57897	7	166257	20
7	57897	7	187722	13
7	57897	7	195466	15
7	57897	7	230975	17
7	57897	7	248326	19
7	57897	7	265342	12
7	57897	7	276819	21
7	57897	7	279556	12
7	57897	7	283237	9
7	57897	7	344849	9
7	57897	7	351912	8
